iter,noise,n_samples,model,r2
3,0.0,2510,CPF,0.9896722014310101
3,0.0,2510,RF,0.6819052293815191
3,0.0,2510,LR,1.0
3,0.0,3010,CPF,0.9904867868792351
3,0.0,3010,RF,0.6959720156964715
3,0.0,3010,LR,1.0
3,0.0,3510,CPF,0.9931581948613147
3,0.0,3510,RF,0.7083105208425275
3,0.0,3510,LR,1.0
3,0.0,4010,CPF,0.9945863745681236
3,0.0,4010,RF,0.7093569855616485
3,0.0,4010,LR,1.0
3,0.0,4510,CPF,0.9965845275763464
3,0.0,4510,RF,0.7201104857151165
3,0.0,4510,LR,1.0
3,0.0,5010,CPF,0.9969310464361908
3,0.0,5010,RF,0.7296305477324454
3,0.0,5010,LR,1.0
3,0.0,5510,CPF,0.9975033019749253
3,0.0,5510,RF,0.7298291642195709
3,0.0,5510,LR,1.0
3,0.0,6010,CPF,0.997672107247367
3,0.0,6010,RF,0.7265858351871883
3,0.0,6010,LR,1.0
3,0.0,6510,CPF,0.998212251269659
3,0.0,6510,RF,0.7383387612253252
3,0.0,6510,LR,1.0
3,0.0,7010,CPF,0.9984136816274006
3,0.0,7010,RF,0.7396556020434422
3,0.0,7010,LR,1.0
3,0.0,7510,CPF,0.9986679522346574
3,0.0,7510,RF,0.7406782050309648
3,0.0,7510,LR,1.0
3,0.0,8010,CPF,0.9988881854573423
3,0.0,8010,RF,0.74817316204141
3,0.0,8010,LR,1.0
3,0.1,10,CPF,0.05748078195829309
3,0.1,10,RF,0.03033246935370726
3,0.1,10,LR,0.4012858916144493
3,0.1,510,CPF,0.8899967227249203
3,0.1,510,RF,0.573316383843367
3,0.1,510,LR,0.9981269165724342
3,0.1,1010,CPF,0.9615600111654713
3,0.1,1010,RF,0.6347461900133551
3,0.1,1010,LR,0.9981824500046677
