id,name,n_samples,n_features,rows_removed,cols_removed,fold,model,r2,fit_duration,predict_duration,min_sample_leaf,min_sample_alpha,min_sample_fit,max_depth,max_model_depth,n_features_node,m_features_tree,alpha
10,Automobile,159,25,46,0,1,CPF 109,0.8363076978860289,0.031050682067871094,0.00014162063598632812,10.0,2.0,2.0,20.0,100.0,1,1.0,1.0
10,Automobile,159,25,46,0,1,CPF 110,0.6647244112066621,0.008356094360351562,0.00015878677368164062,10.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.0
10,Automobile,159,25,46,0,1,CPF 111,0.6624882685681865,0.009233474731445312,0.00020360946655273438,10.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.001
10,Automobile,159,25,46,0,1,CPF 112,0.6552908277886407,0.007614850997924805,0.0001671314239501953,10.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.01
10,Automobile,159,25,46,0,1,CPF 113,0.7004492405737072,0.006670951843261719,0.00010824203491210938,10.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.1
10,Automobile,159,25,46,0,1,CPF 114,0.587506309455535,0.005323171615600586,0.00010251998901367188,10.0,2.0,2.0,20.0,100.0,sqrt,1.0,1.0
10,Automobile,159,25,46,0,1,CPF 115,0.7914078367565974,0.04398488998413086,0.00029468536376953125,10.0,2.0,2.0,20.0,100.0,0.7,1.0,0.0
10,Automobile,159,25,46,0,1,CPF 116,0.7211396435358941,0.03438615798950195,0.0002532005310058594,10.0,2.0,2.0,20.0,100.0,0.7,1.0,0.001
10,Automobile,159,25,46,0,1,CPF 117,0.788646975840084,0.04111886024475098,0.00026869773864746094,10.0,2.0,2.0,20.0,100.0,0.7,1.0,0.01
10,Automobile,159,25,46,0,1,CPF 118,0.7788174514406772,0.03432345390319824,0.00032019615173339844,10.0,2.0,2.0,20.0,100.0,0.7,1.0,0.1
10,Automobile,159,25,46,0,1,CPF 119,0.7737080455225207,0.01750969886779785,0.00015044212341308594,10.0,2.0,2.0,20.0,100.0,0.7,1.0,1.0
10,Automobile,159,25,46,0,1,CPF 120,0.7453778340227458,0.06861066818237305,0.0006954669952392578,10.0,2.0,2.0,50.0,100.0,1,1.0,0.0
10,Automobile,159,25,46,0,1,CPF 121,0.7537569641527155,0.07219338417053223,0.0003628730773925781,10.0,2.0,2.0,50.0,100.0,1,1.0,0.001
10,Automobile,159,25,46,0,1,CPF 122,0.703423301126693,0.07413673400878906,0.00036144256591796875,10.0,2.0,2.0,50.0,100.0,1,1.0,0.01
10,Automobile,159,25,46,0,1,CPF 123,0.6987989178484163,0.05963420867919922,0.0007762908935546875,10.0,2.0,2.0,50.0,100.0,1,1.0,0.1
10,Automobile,159,25,46,0,1,CPF 124,0.7706725411019519,0.025902986526489258,0.000152587890625,10.0,2.0,2.0,50.0,100.0,1,1.0,1.0
10,Automobile,159,25,46,0,1,CPF 125,0.6491290236941611,0.006653785705566406,0.00011873245239257812,10.0,2.0,2.0,50.0,100.0,sqrt,1.0,0.0
10,Automobile,159,25,46,0,1,CPF 126,0.6499130716561344,0.007194995880126953,0.00014209747314453125,10.0,2.0,2.0,50.0,100.0,sqrt,1.0,0.001
10,Automobile,159,25,46,0,1,CPF 127,0.6389444743396532,0.007088661193847656,0.0001354217529296875,10.0,2.0,2.0,50.0,100.0,sqrt,1.0,0.01
10,Automobile,159,25,46,0,1,CPF 128,0.651986417960523,0.006506681442260742,0.0001494884490966797,10.0,2.0,2.0,50.0,100.0,sqrt,1.0,0.1
10,Automobile,159,25,46,0,1,CPF 129,0.5094121877402706,0.005923748016357422,0.0001285076141357422,10.0,2.0,2.0,50.0,100.0,sqrt,1.0,1.0
10,Automobile,159,25,46,0,1,CPF 130,0.784611063184578,0.036702632904052734,0.00025177001953125,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.0
10,Automobile,159,25,46,0,1,CPF 131,0.765611216185785,0.0382692813873291,0.00026988983154296875,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.001
10,Automobile,159,25,46,0,1,CPF 132,0.6729575737102884,0.03990650177001953,0.0002543926239013672,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.01
10,Automobile,159,25,46,0,1,CPF 133,0.7336964242484733,0.03210020065307617,0.00022149085998535156,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.1
10,Automobile,159,25,46,0,1,CPF 134,0.8101452009338683,0.017670154571533203,0.00012731552124023438,10.0,2.0,2.0,50.0,100.0,0.7,1.0,1.0
10,Automobile,159,25,46,0,2,RF,0.6070740116655866,0.07665753364562988,0.002454519271850586,,,,,,,,
10,Automobile,159,25,46,0,2,XGB,0.38836031475904653,0.04486823081970215,0.0025386810302734375,,,,,,,,
10,Automobile,159,25,46,0,2,CPF 0,0.3024788579589728,0.029045581817626953,0.00017786026000976562,1.0,2.0,2.0,10.0,100.0,1,1.0,0.0
10,Automobile,159,25,46,0,2,CPF 1,0.38790687812383584,0.024572372436523438,0.00015234947204589844,1.0,2.0,2.0,10.0,100.0,1,1.0,0.001
10,Automobile,159,25,46,0,2,CPF 2,0.39087145379620936,0.02695322036743164,0.0001780986785888672,1.0,2.0,2.0,10.0,100.0,1,1.0,0.01
10,Automobile,159,25,46,0,2,CPF 3,0.4305626836223103,0.027956008911132812,0.00016546249389648438,1.0,2.0,2.0,10.0,100.0,1,1.0,0.1
10,Automobile,159,25,46,0,2,CPF 4,0.46798267593499787,0.028908729553222656,0.00017547607421875,1.0,2.0,2.0,10.0,100.0,1,1.0,1.0
10,Automobile,159,25,46,0,2,CPF 5,0.6318247808661973,0.008317232131958008,0.00017070770263671875,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.0
10,Automobile,159,25,46,0,2,CPF 6,0.6528909059546042,0.0077745914459228516,0.00015878677368164062,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.001
10,Automobile,159,25,46,0,2,CPF 7,0.6387653994485382,0.007524967193603516,0.00013828277587890625,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.01
10,Automobile,159,25,46,0,2,CPF 8,0.7719702027707032,0.007973194122314453,0.00015401840209960938,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.1
10,Automobile,159,25,46,0,2,CPF 9,0.5756684899421252,0.005795001983642578,0.0001125335693359375,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,1.0
10,Automobile,159,25,46,0,2,CPF 10,0.44704625174039747,0.020093917846679688,0.00016427040100097656,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.0
10,Automobile,159,25,46,0,2,CPF 11,0.3561869562171939,0.021157264709472656,0.00016641616821289062,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.001
10,Automobile,159,25,46,0,2,CPF 12,0.6139628880989811,0.019163131713867188,0.00016236305236816406,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.01
10,Automobile,159,25,46,0,2,CPF 13,0.5740646617546714,0.019110441207885742,0.0001823902130126953,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.1
10,Automobile,159,25,46,0,2,CPF 14,0.5573153216303304,0.019451141357421875,0.00013947486877441406,1.0,2.0,2.0,10.0,100.0,0.7,1.0,1.0
10,Automobile,159,25,46,0,2,CPF 15,0.5091000643064649,0.027035236358642578,0.00016760826110839844,1.0,2.0,2.0,20.0,100.0,1,1.0,0.0
10,Automobile,159,25,46,0,2,CPF 16,0.2800445537505356,0.026494979858398438,0.00015282630920410156,1.0,2.0,2.0,20.0,100.0,1,1.0,0.001
10,Automobile,159,25,46,0,2,CPF 17,0.4656196812519472,0.028353452682495117,0.00020360946655273438,1.0,2.0,2.0,20.0,100.0,1,1.0,0.01
10,Automobile,159,25,46,0,2,CPF 18,0.48857268558640654,0.028617382049560547,0.00017833709716796875,1.0,2.0,2.0,20.0,100.0,1,1.0,0.1
10,Automobile,159,25,46,0,2,CPF 19,0.508721526896799,0.03022909164428711,0.00015234947204589844,1.0,2.0,2.0,20.0,100.0,1,1.0,1.0
10,Automobile,159,25,46,0,2,CPF 20,0.7546368923066956,0.00801396369934082,0.00014829635620117188,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.0
10,Automobile,159,25,46,0,2,CPF 21,0.5164955298241788,0.008807659149169922,0.0001552104949951172,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.001
10,Automobile,159,25,46,0,2,CPF 22,0.6782015889605126,0.007407665252685547,0.0001251697540283203,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.01
10,Automobile,159,25,46,0,2,CPF 23,0.7305108515426724,0.007895946502685547,0.00014853477478027344,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.1
10,Automobile,159,25,46,0,2,CPF 24,0.5163987342392133,0.0068018436431884766,0.0001246929168701172,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,1.0
