id,name,n_samples,n_features,rows_removed,cols_removed,fold,model,r2,fit_duration,predict_duration,min_sample_leaf,min_sample_alpha,min_sample_fit,max_depth,max_model_depth,n_features_node,m_features_tree,df_settings
87,Servo,167,4,0,0,1,CPF 112,0.4095737544686938,0.0015354156494140625,0.00010919570922851562,10.0,2.0,2.0,10.0,100.0,1,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 113,0.5237281282099782,0.0009305477142333984,9.107589721679688e-05,10.0,2.0,2.0,10.0,100.0,1,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 114,0.5976755140441454,0.0014896392822265625,0.00015783309936523438,10.0,2.0,2.0,10.0,100.0,sqrt,1,incl_blin
87,Servo,167,4,0,0,1,CPF 115,0.46042745737492174,0.0010597705841064453,0.0001506805419921875,10.0,2.0,2.0,10.0,100.0,sqrt,1,excl_blin
87,Servo,167,4,0,0,1,CPF 116,0.5887474609312503,0.0010333061218261719,9.34600830078125e-05,10.0,2.0,2.0,10.0,100.0,sqrt,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 117,0.32544748102216436,0.0007963180541992188,6.246566772460938e-05,10.0,2.0,2.0,10.0,100.0,sqrt,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 118,0.6113085691109261,0.0007865428924560547,6.794929504394531e-05,10.0,2.0,2.0,10.0,100.0,sqrt,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 119,0.5605271686349875,0.0007953643798828125,6.723403930664062e-05,10.0,2.0,2.0,10.0,100.0,sqrt,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 120,0.655203087663549,0.0010328292846679688,6.890296936035156e-05,10.0,2.0,2.0,10.0,100.0,0.7,1,incl_blin
87,Servo,167,4,0,0,1,CPF 121,0.7933093183624471,0.0010440349578857422,8.058547973632812e-05,10.0,2.0,2.0,10.0,100.0,0.7,1,excl_blin
87,Servo,167,4,0,0,1,CPF 122,0.6095544960059942,0.0011115074157714844,0.00010251998901367188,10.0,2.0,2.0,10.0,100.0,0.7,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 123,0.29389752974838323,0.001276254653930664,0.00012135505676269531,10.0,2.0,2.0,10.0,100.0,0.7,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 124,0.2692037613339845,0.0010898113250732422,9.751319885253906e-05,10.0,2.0,2.0,10.0,100.0,0.7,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 125,0.6508189440810676,0.0011980533599853516,0.00012087821960449219,10.0,2.0,2.0,10.0,100.0,0.7,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 126,0.9235043415804471,0.0023822784423828125,0.00014328956604003906,10.0,2.0,2.0,20.0,100.0,1,1,incl_blin
87,Servo,167,4,0,0,1,CPF 127,0.8209589051881179,0.0014219284057617188,7.772445678710938e-05,10.0,2.0,2.0,20.0,100.0,1,1,excl_blin
87,Servo,167,4,0,0,1,CPF 128,0.5560816397906007,0.0008687973022460938,7.033348083496094e-05,10.0,2.0,2.0,20.0,100.0,1,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 129,0.6481629339901993,0.0009734630584716797,9.870529174804688e-05,10.0,2.0,2.0,20.0,100.0,1,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 130,0.5059983823743521,0.0016100406646728516,0.00014066696166992188,10.0,2.0,2.0,20.0,100.0,1,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 131,0.5118483635387102,0.001043558120727539,0.00010347366333007812,10.0,2.0,2.0,20.0,100.0,1,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 132,0.6542174136799161,0.0013723373413085938,9.1552734375e-05,10.0,2.0,2.0,20.0,100.0,sqrt,1,incl_blin
87,Servo,167,4,0,0,1,CPF 133,0.6248520640947255,0.0009772777557373047,8.96453857421875e-05,10.0,2.0,2.0,20.0,100.0,sqrt,1,excl_blin
87,Servo,167,4,0,0,1,CPF 134,0.5103783082997924,0.0008320808410644531,7.891654968261719e-05,10.0,2.0,2.0,20.0,100.0,sqrt,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 135,0.4347671434118714,0.0008385181427001953,7.605552673339844e-05,10.0,2.0,2.0,20.0,100.0,sqrt,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 136,0.5457011859507461,0.0008518695831298828,6.341934204101562e-05,10.0,2.0,2.0,20.0,100.0,sqrt,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 137,0.7501241140710694,0.000885009765625,6.270408630371094e-05,10.0,2.0,2.0,20.0,100.0,sqrt,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 138,0.629684122323716,0.0009295940399169922,6.580352783203125e-05,10.0,2.0,2.0,20.0,100.0,0.7,1,incl_blin
87,Servo,167,4,0,0,1,CPF 139,0.6778959845077059,0.0010273456573486328,7.43865966796875e-05,10.0,2.0,2.0,20.0,100.0,0.7,1,excl_blin
87,Servo,167,4,0,0,1,CPF 140,0.7657732054204185,0.0019202232360839844,0.0002155303955078125,10.0,2.0,2.0,20.0,100.0,0.7,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 141,0.5422240098037108,0.001020669937133789,0.0001747608184814453,10.0,2.0,2.0,20.0,100.0,0.7,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 142,0.636937460592295,0.0010156631469726562,7.343292236328125e-05,10.0,2.0,2.0,20.0,100.0,0.7,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 143,0.5120071973568098,0.0009691715240478516,0.00010728836059570312,10.0,2.0,2.0,20.0,100.0,0.7,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 144,0.8694543934996275,0.0016927719116210938,9.679794311523438e-05,10.0,2.0,2.0,50.0,100.0,1,1,incl_blin
87,Servo,167,4,0,0,1,CPF 145,0.8966863852821508,0.0021123886108398438,0.00013685226440429688,10.0,2.0,2.0,50.0,100.0,1,1,excl_blin
87,Servo,167,4,0,0,1,CPF 146,0.44848532263312424,0.001058340072631836,0.00013017654418945312,10.0,2.0,2.0,50.0,100.0,1,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 147,0.5277028358906231,0.0009338855743408203,0.00011110305786132812,10.0,2.0,2.0,50.0,100.0,1,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 148,0.605296551645559,0.0016269683837890625,9.989738464355469e-05,10.0,2.0,2.0,50.0,100.0,1,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 149,0.6744879932947341,0.0009353160858154297,8.702278137207031e-05,10.0,2.0,2.0,50.0,100.0,1,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 150,0.7385672264249739,0.0011835098266601562,8.58306884765625e-05,10.0,2.0,2.0,50.0,100.0,sqrt,1,incl_blin
87,Servo,167,4,0,0,1,CPF 151,0.7492404586718118,0.0011701583862304688,0.00011968612670898438,10.0,2.0,2.0,50.0,100.0,sqrt,1,excl_blin
87,Servo,167,4,0,0,1,CPF 152,0.5187056161178862,0.000993967056274414,9.369850158691406e-05,10.0,2.0,2.0,50.0,100.0,sqrt,sqrt,incl_blin
87,Servo,167,4,0,0,1,CPF 153,0.42595361663486186,0.0008587837219238281,9.036064147949219e-05,10.0,2.0,2.0,50.0,100.0,sqrt,sqrt,excl_blin
87,Servo,167,4,0,0,1,CPF 154,0.5181566351340532,0.0018033981323242188,0.0001919269561767578,10.0,2.0,2.0,50.0,100.0,sqrt,0.7,incl_blin
87,Servo,167,4,0,0,1,CPF 155,0.5731849570382375,0.0012841224670410156,0.00012493133544921875,10.0,2.0,2.0,50.0,100.0,sqrt,0.7,excl_blin
87,Servo,167,4,0,0,1,CPF 156,0.4520061463704188,0.0041463375091552734,0.00013065338134765625,10.0,2.0,2.0,50.0,100.0,0.7,1,incl_blin
