id,name,n_samples,n_features,fold,model,n_trees,r2
165,Concrete Compressive Strength,1030,8,1,CPF,8,0.9063342856981191
165,Concrete Compressive Strength,1030,8,1,RF,8,0.876406756535518
165,Concrete Compressive Strength,1030,8,1,CPF,9,0.8967831749799824
165,Concrete Compressive Strength,1030,8,1,RF,9,0.8754143404028565
165,Concrete Compressive Strength,1030,8,1,CPF,10,0.8987059706153161
165,Concrete Compressive Strength,1030,8,1,RF,10,0.8681910075543152
165,Concrete Compressive Strength,1030,8,1,CPF,11,0.9007351122743061
165,Concrete Compressive Strength,1030,8,1,RF,11,0.8706734285720977
165,Concrete Compressive Strength,1030,8,1,CPF,12,0.906862461790271
165,Concrete Compressive Strength,1030,8,1,RF,12,0.8806773957998199
165,Concrete Compressive Strength,1030,8,1,CPF,13,0.9046413742305892
165,Concrete Compressive Strength,1030,8,1,RF,13,0.8456063843007998
165,Concrete Compressive Strength,1030,8,1,CPF,14,0.912768704928984
165,Concrete Compressive Strength,1030,8,1,RF,14,0.8792753290653672
165,Concrete Compressive Strength,1030,8,1,CPF,15,0.9052176711412856
165,Concrete Compressive Strength,1030,8,1,RF,15,0.8662730794511044
165,Concrete Compressive Strength,1030,8,1,CPF,16,0.9035253596422962
165,Concrete Compressive Strength,1030,8,1,RF,16,0.8674349248337819
165,Concrete Compressive Strength,1030,8,1,CPF,17,0.9094059212557032
165,Concrete Compressive Strength,1030,8,1,RF,17,0.8885732672525181
165,Concrete Compressive Strength,1030,8,1,CPF,18,0.9081239939372818
165,Concrete Compressive Strength,1030,8,1,RF,18,0.8740172643991014
165,Concrete Compressive Strength,1030,8,1,CPF,19,0.9096530796724518
165,Concrete Compressive Strength,1030,8,1,RF,19,0.8897668161289316
165,Concrete Compressive Strength,1030,8,2,CPF,1,0.8144306920928774
165,Concrete Compressive Strength,1030,8,2,RF,1,0.7707240046947448
165,Concrete Compressive Strength,1030,8,2,CPF,2,0.822944902523367
165,Concrete Compressive Strength,1030,8,2,RF,2,0.8425530685417206
165,Concrete Compressive Strength,1030,8,2,CPF,3,0.8629213358712585
165,Concrete Compressive Strength,1030,8,2,RF,3,0.8682620546952678
165,Concrete Compressive Strength,1030,8,2,CPF,4,0.882200817073416
165,Concrete Compressive Strength,1030,8,2,RF,4,0.8702804955104904
165,Concrete Compressive Strength,1030,8,2,CPF,5,0.8733596279677942
165,Concrete Compressive Strength,1030,8,2,RF,5,0.890309427673451
165,Concrete Compressive Strength,1030,8,2,CPF,6,0.8774129477835609
165,Concrete Compressive Strength,1030,8,2,RF,6,0.8714794685425261
165,Concrete Compressive Strength,1030,8,2,CPF,7,0.8642848416557993
165,Concrete Compressive Strength,1030,8,2,RF,7,0.8857378591329279
165,Concrete Compressive Strength,1030,8,2,CPF,8,0.8853824160780238
165,Concrete Compressive Strength,1030,8,2,RF,8,0.9006159361194522
165,Concrete Compressive Strength,1030,8,2,CPF,9,0.8839788662389991
165,Concrete Compressive Strength,1030,8,2,RF,9,0.8791575175248576
165,Concrete Compressive Strength,1030,8,2,CPF,10,0.8879881905635861
165,Concrete Compressive Strength,1030,8,2,RF,10,0.8975865107553429
165,Concrete Compressive Strength,1030,8,2,CPF,11,0.8876211999722209
165,Concrete Compressive Strength,1030,8,2,RF,11,0.8903805988649905
165,Concrete Compressive Strength,1030,8,2,CPF,12,0.8701988523783226
165,Concrete Compressive Strength,1030,8,2,RF,12,0.8899545837192366
165,Concrete Compressive Strength,1030,8,2,CPF,13,0.8807576786386021
165,Concrete Compressive Strength,1030,8,2,RF,13,0.8956339715467094
165,Concrete Compressive Strength,1030,8,2,CPF,14,0.8862734417776428
165,Concrete Compressive Strength,1030,8,2,RF,14,0.9008661445581393
165,Concrete Compressive Strength,1030,8,2,CPF,15,0.8874292719496317
165,Concrete Compressive Strength,1030,8,2,RF,15,0.895290066359436
165,Concrete Compressive Strength,1030,8,2,CPF,16,0.8865129728578174
165,Concrete Compressive Strength,1030,8,2,RF,16,0.8959859380653251
165,Concrete Compressive Strength,1030,8,2,CPF,17,0.8892896014545321
165,Concrete Compressive Strength,1030,8,2,RF,17,0.8937770479063502
165,Concrete Compressive Strength,1030,8,2,CPF,18,0.8886954991047243
165,Concrete Compressive Strength,1030,8,2,RF,18,0.8907946787634895
165,Concrete Compressive Strength,1030,8,2,CPF,19,0.8792443649134124
165,Concrete Compressive Strength,1030,8,2,RF,19,0.8995909764964768
165,Concrete Compressive Strength,1030,8,3,CPF,1,0.8244139508954357
165,Concrete Compressive Strength,1030,8,3,RF,1,0.7407402497436404
165,Concrete Compressive Strength,1030,8,3,CPF,2,0.8404718361259612
165,Concrete Compressive Strength,1030,8,3,RF,2,0.8635136140940026
165,Concrete Compressive Strength,1030,8,3,CPF,3,0.8646007067237959
165,Concrete Compressive Strength,1030,8,3,RF,3,0.8585921767738547
165,Concrete Compressive Strength,1030,8,3,CPF,4,0.8749390213624271
165,Concrete Compressive Strength,1030,8,3,RF,4,0.8746896695073042
165,Concrete Compressive Strength,1030,8,3,CPF,5,0.885068206579307
165,Concrete Compressive Strength,1030,8,3,RF,5,0.8825780238031788
165,Concrete Compressive Strength,1030,8,3,CPF,6,0.8778017354968667
165,Concrete Compressive Strength,1030,8,3,RF,6,0.8901974326047086
165,Concrete Compressive Strength,1030,8,3,CPF,7,0.8962714534808427
165,Concrete Compressive Strength,1030,8,3,RF,7,0.8887580607435717
165,Concrete Compressive Strength,1030,8,3,CPF,8,0.8908523031266654
165,Concrete Compressive Strength,1030,8,3,RF,8,0.8955407043376462
165,Concrete Compressive Strength,1030,8,3,CPF,9,0.883129883952726
165,Concrete Compressive Strength,1030,8,3,RF,9,0.8964908476388809
165,Concrete Compressive Strength,1030,8,3,CPF,10,0.8875571654146069
165,Concrete Compressive Strength,1030,8,3,RF,10,0.8893441785698306
165,Concrete Compressive Strength,1030,8,3,CPF,11,0.8924835661163579
165,Concrete Compressive Strength,1030,8,3,RF,11,0.898005473981245
165,Concrete Compressive Strength,1030,8,3,CPF,12,0.8987357821368568
165,Concrete Compressive Strength,1030,8,3,RF,12,0.8992172310461362
165,Concrete Compressive Strength,1030,8,3,CPF,13,0.9000946036720302
165,Concrete Compressive Strength,1030,8,3,RF,13,0.9018590291355365
165,Concrete Compressive Strength,1030,8,3,CPF,14,0.8969148689164972
165,Concrete Compressive Strength,1030,8,3,RF,14,0.8942287642471431
165,Concrete Compressive Strength,1030,8,3,CPF,15,0.9020756312851936
165,Concrete Compressive Strength,1030,8,3,RF,15,0.8890964735119367
165,Concrete Compressive Strength,1030,8,3,CPF,16,0.8981414458145669
165,Concrete Compressive Strength,1030,8,3,RF,16,0.9047490061122225
165,Concrete Compressive Strength,1030,8,3,CPF,17,0.9045504155583192
165,Concrete Compressive Strength,1030,8,3,RF,17,0.9117253988075116
165,Concrete Compressive Strength,1030,8,3,CPF,18,0.904814416709319
165,Concrete Compressive Strength,1030,8,3,RF,18,0.8990681902849755
165,Concrete Compressive Strength,1030,8,3,CPF,19,0.894331887294536
165,Concrete Compressive Strength,1030,8,3,RF,19,0.906528406736376
165,Concrete Compressive Strength,1030,8,4,CPF,1,0.8460940132234398
165,Concrete Compressive Strength,1030,8,4,RF,1,0.8115780541012323
165,Concrete Compressive Strength,1030,8,4,CPF,2,0.8720417421035691
165,Concrete Compressive Strength,1030,8,4,RF,2,0.8837887544137774
165,Concrete Compressive Strength,1030,8,4,CPF,3,0.8831019218659215
165,Concrete Compressive Strength,1030,8,4,RF,3,0.8595263436337149
165,Concrete Compressive Strength,1030,8,4,CPF,4,0.8857640601367216
165,Concrete Compressive Strength,1030,8,4,RF,4,0.8815102643219708
165,Concrete Compressive Strength,1030,8,4,CPF,5,0.894416951712514
165,Concrete Compressive Strength,1030,8,4,RF,5,0.9031457380233117
165,Concrete Compressive Strength,1030,8,4,CPF,6,0.8957527131862518
165,Concrete Compressive Strength,1030,8,4,RF,6,0.9011343901434472
165,Concrete Compressive Strength,1030,8,4,CPF,7,0.8950865630311305
165,Concrete Compressive Strength,1030,8,4,RF,7,0.88639204255657
165,Concrete Compressive Strength,1030,8,4,CPF,8,0.8942284975249989
165,Concrete Compressive Strength,1030,8,4,RF,8,0.8935664070578725
165,Concrete Compressive Strength,1030,8,4,CPF,9,0.907749942538843
165,Concrete Compressive Strength,1030,8,4,RF,9,0.9035748378478428
165,Concrete Compressive Strength,1030,8,4,CPF,10,0.891002668399487
165,Concrete Compressive Strength,1030,8,4,RF,10,0.8938102313308364
165,Concrete Compressive Strength,1030,8,4,CPF,11,0.8950125101713315
165,Concrete Compressive Strength,1030,8,4,RF,11,0.9016607051085682
165,Concrete Compressive Strength,1030,8,4,CPF,12,0.9049745867303024
165,Concrete Compressive Strength,1030,8,4,RF,12,0.9081757592332235
165,Concrete Compressive Strength,1030,8,4,CPF,13,0.8928202459872852
165,Concrete Compressive Strength,1030,8,4,RF,13,0.9099953616624707
165,Concrete Compressive Strength,1030,8,4,CPF,14,0.9057597410688446
165,Concrete Compressive Strength,1030,8,4,RF,14,0.9013656104746204
165,Concrete Compressive Strength,1030,8,4,CPF,15,0.9039788070586112
165,Concrete Compressive Strength,1030,8,4,RF,15,0.9077899199995931
165,Concrete Compressive Strength,1030,8,4,CPF,16,0.915427334037605
165,Concrete Compressive Strength,1030,8,4,RF,16,0.9132990650694441
165,Concrete Compressive Strength,1030,8,4,CPF,17,0.905416937866823
165,Concrete Compressive Strength,1030,8,4,RF,17,0.9081556656442223
165,Concrete Compressive Strength,1030,8,4,CPF,18,0.9011040251369895
165,Concrete Compressive Strength,1030,8,4,RF,18,0.9159411577635415
165,Concrete Compressive Strength,1030,8,4,CPF,19,0.8999612993884699
165,Concrete Compressive Strength,1030,8,4,RF,19,0.9103085717622859
165,Concrete Compressive Strength,1030,8,5,CPF,1,0.7930333434180188
165,Concrete Compressive Strength,1030,8,5,RF,1,0.7998356637797672
165,Concrete Compressive Strength,1030,8,5,CPF,2,0.8973056434218393
165,Concrete Compressive Strength,1030,8,5,RF,2,0.8667508874946073
165,Concrete Compressive Strength,1030,8,5,CPF,3,0.8774701893598256
165,Concrete Compressive Strength,1030,8,5,RF,3,0.8854283231634881
165,Concrete Compressive Strength,1030,8,5,CPF,4,0.8990315136660451
165,Concrete Compressive Strength,1030,8,5,RF,4,0.8871429430185012
165,Concrete Compressive Strength,1030,8,5,CPF,5,0.9082694458695901
165,Concrete Compressive Strength,1030,8,5,RF,5,0.8908170366971306
165,Concrete Compressive Strength,1030,8,5,CPF,6,0.9219643870790133
165,Concrete Compressive Strength,1030,8,5,RF,6,0.8968539225994736
165,Concrete Compressive Strength,1030,8,5,CPF,7,0.9151777520566499
165,Concrete Compressive Strength,1030,8,5,RF,7,0.9036805959823225
165,Concrete Compressive Strength,1030,8,5,CPF,8,0.9112801355118242
165,Concrete Compressive Strength,1030,8,5,RF,8,0.9004193731158237
165,Concrete Compressive Strength,1030,8,5,CPF,9,0.9212173258437621
165,Concrete Compressive Strength,1030,8,5,RF,9,0.9037039179861986
165,Concrete Compressive Strength,1030,8,5,CPF,10,0.9126648233225686
165,Concrete Compressive Strength,1030,8,5,RF,10,0.9009352004132125
165,Concrete Compressive Strength,1030,8,5,CPF,11,0.9205866119988828
165,Concrete Compressive Strength,1030,8,5,RF,11,0.9093487198805544
165,Concrete Compressive Strength,1030,8,5,CPF,12,0.9184023703056319
165,Concrete Compressive Strength,1030,8,5,RF,12,0.9154729268532162
165,Concrete Compressive Strength,1030,8,5,CPF,13,0.9135345924002609
165,Concrete Compressive Strength,1030,8,5,RF,13,0.9142931295371686
165,Concrete Compressive Strength,1030,8,5,CPF,14,0.9182238574450465
165,Concrete Compressive Strength,1030,8,5,RF,14,0.9130474123213411
165,Concrete Compressive Strength,1030,8,5,CPF,15,0.9137791224219185
165,Concrete Compressive Strength,1030,8,5,RF,15,0.912570139770764
165,Concrete Compressive Strength,1030,8,5,CPF,16,0.9251835199442319
165,Concrete Compressive Strength,1030,8,5,RF,16,0.920394024264924
165,Concrete Compressive Strength,1030,8,5,CPF,17,0.9212854617637974
165,Concrete Compressive Strength,1030,8,5,RF,17,0.9132881903880662
165,Concrete Compressive Strength,1030,8,5,CPF,18,0.9189662034508279
165,Concrete Compressive Strength,1030,8,5,RF,18,0.9153335785410173
165,Concrete Compressive Strength,1030,8,5,CPF,19,0.9237652837339699
165,Concrete Compressive Strength,1030,8,5,RF,19,0.9227235120605574
183,Communities and Crime,1993,100,1,CPF,1,0.3784170721782646
183,Communities and Crime,1993,100,1,RF,1,0.1274621192169152
183,Communities and Crime,1993,100,1,CPF,2,0.38650542270923205
183,Communities and Crime,1993,100,1,RF,2,0.3821762764519788
183,Communities and Crime,1993,100,1,CPF,3,0.49193978410215256
183,Communities and Crime,1993,100,1,RF,3,0.4832893066254149
183,Communities and Crime,1993,100,1,CPF,4,0.5069166407436749
183,Communities and Crime,1993,100,1,RF,4,0.5371812391479404
183,Communities and Crime,1993,100,1,CPF,5,0.5485210928871427
183,Communities and Crime,1993,100,1,RF,5,0.5392211461716295
183,Communities and Crime,1993,100,1,CPF,6,0.586580534060802
183,Communities and Crime,1993,100,1,RF,6,0.5612615315865244
183,Communities and Crime,1993,100,1,CPF,7,0.6222347967364582
183,Communities and Crime,1993,100,1,RF,7,0.5574602657544856
183,Communities and Crime,1993,100,1,CPF,8,0.5555277813240325
183,Communities and Crime,1993,100,1,RF,8,0.5992166679381286
183,Communities and Crime,1993,100,1,CPF,9,0.6088433785138794
183,Communities and Crime,1993,100,1,RF,9,0.604512556393951
183,Communities and Crime,1993,100,1,CPF,10,0.6091822443820041
183,Communities and Crime,1993,100,1,RF,10,0.5886087889358794
183,Communities and Crime,1993,100,1,CPF,11,0.6241293494273548
183,Communities and Crime,1993,100,1,RF,11,0.560737160319438
183,Communities and Crime,1993,100,1,CPF,12,0.6087269565723042
183,Communities and Crime,1993,100,1,RF,12,0.609073969949232
183,Communities and Crime,1993,100,1,CPF,13,0.6384966624331405
183,Communities and Crime,1993,100,1,RF,13,0.6059861014168333
183,Communities and Crime,1993,100,1,CPF,14,0.6335855153727662
183,Communities and Crime,1993,100,1,RF,14,0.6191724772175546
183,Communities and Crime,1993,100,1,CPF,15,0.6187271565737951
183,Communities and Crime,1993,100,1,RF,15,0.6081177244617377
183,Communities and Crime,1993,100,1,CPF,16,0.6285773988299297
183,Communities and Crime,1993,100,1,RF,16,0.6088514382393294
183,Communities and Crime,1993,100,1,CPF,17,0.6285993795445407
183,Communities and Crime,1993,100,1,RF,17,0.6245194235289755
183,Communities and Crime,1993,100,1,CPF,18,0.6281466959519157
183,Communities and Crime,1993,100,1,RF,18,0.5693679756776469
183,Communities and Crime,1993,100,1,CPF,19,0.6433917098125405
183,Communities and Crime,1993,100,1,RF,19,0.5788798567113053
183,Communities and Crime,1993,100,2,CPF,1,0.28912445915777296
183,Communities and Crime,1993,100,2,RF,1,0.3531438521346204
183,Communities and Crime,1993,100,2,CPF,2,0.4423592399407277
183,Communities and Crime,1993,100,2,RF,2,0.37541832916396
183,Communities and Crime,1993,100,2,CPF,3,0.5712921633453605
183,Communities and Crime,1993,100,2,RF,3,0.4954690232684543
183,Communities and Crime,1993,100,2,CPF,4,0.5525039964005951
183,Communities and Crime,1993,100,2,RF,4,0.5456764540424193
183,Communities and Crime,1993,100,2,CPF,5,0.5684892931452502
183,Communities and Crime,1993,100,2,RF,5,0.5833769699803997
183,Communities and Crime,1993,100,2,CPF,6,0.5991487598445567
183,Communities and Crime,1993,100,2,RF,6,0.6099205490916491
183,Communities and Crime,1993,100,2,CPF,7,0.6303721911784432
183,Communities and Crime,1993,100,2,RF,7,0.5865892604972098
183,Communities and Crime,1993,100,2,CPF,8,0.6119349906575899
183,Communities and Crime,1993,100,2,RF,8,0.5901913583410894
183,Communities and Crime,1993,100,2,CPF,9,0.5948096106868153
183,Communities and Crime,1993,100,2,RF,9,0.6231063827570293
183,Communities and Crime,1993,100,2,CPF,10,0.623042172811264
183,Communities and Crime,1993,100,2,RF,10,0.6034439148842783
183,Communities and Crime,1993,100,2,CPF,11,0.6104144183424808
183,Communities and Crime,1993,100,2,RF,11,0.6036393741682056
183,Communities and Crime,1993,100,2,CPF,12,0.6307524460090297
183,Communities and Crime,1993,100,2,RF,12,0.6046194928170727
183,Communities and Crime,1993,100,2,CPF,13,0.6245103618648872
183,Communities and Crime,1993,100,2,RF,13,0.6302967965643126
183,Communities and Crime,1993,100,2,CPF,14,0.6407107862546697
183,Communities and Crime,1993,100,2,RF,14,0.5979093395048706
183,Communities and Crime,1993,100,2,CPF,15,0.6228818779977799
183,Communities and Crime,1993,100,2,RF,15,0.6174069123703261
183,Communities and Crime,1993,100,2,CPF,16,0.6427797927101861
183,Communities and Crime,1993,100,2,RF,16,0.6511193772468684
183,Communities and Crime,1993,100,2,CPF,17,0.6331632919909446
183,Communities and Crime,1993,100,2,RF,17,0.6067547442985626
183,Communities and Crime,1993,100,2,CPF,18,0.6198715979611353
183,Communities and Crime,1993,100,2,RF,18,0.6300452148710094
183,Communities and Crime,1993,100,2,CPF,19,0.6422488558527508
183,Communities and Crime,1993,100,2,RF,19,0.6239410514405437
183,Communities and Crime,1993,100,3,CPF,1,0.3315061169749186
183,Communities and Crime,1993,100,3,RF,1,0.12680856976687804
183,Communities and Crime,1993,100,3,CPF,2,0.429986237164803
183,Communities and Crime,1993,100,3,RF,2,0.4976441713083284
183,Communities and Crime,1993,100,3,CPF,3,0.5975801512132768
183,Communities and Crime,1993,100,3,RF,3,0.5422342695352569
183,Communities and Crime,1993,100,3,CPF,4,0.5886438962241449
183,Communities and Crime,1993,100,3,RF,4,0.525423873686998
183,Communities and Crime,1993,100,3,CPF,5,0.5677526597328363
183,Communities and Crime,1993,100,3,RF,5,0.5575825098792456
183,Communities and Crime,1993,100,3,CPF,6,0.5793519840991033
183,Communities and Crime,1993,100,3,RF,6,0.5797374733889885
183,Communities and Crime,1993,100,3,CPF,7,0.6439793856317442
183,Communities and Crime,1993,100,3,RF,7,0.6338487373897461
183,Communities and Crime,1993,100,3,CPF,8,0.6450858791267653
183,Communities and Crime,1993,100,3,RF,8,0.5839387571487817
183,Communities and Crime,1993,100,3,CPF,9,0.605881707969613
183,Communities and Crime,1993,100,3,RF,9,0.6291245346596593
183,Communities and Crime,1993,100,3,CPF,10,0.6171894053779502
183,Communities and Crime,1993,100,3,RF,10,0.6121314885714657
183,Communities and Crime,1993,100,3,CPF,11,0.6301770775412378
183,Communities and Crime,1993,100,3,RF,11,0.6149887353375689
183,Communities and Crime,1993,100,3,CPF,12,0.6309916326872235
183,Communities and Crime,1993,100,3,RF,12,0.6065615595394238
183,Communities and Crime,1993,100,3,CPF,13,0.6172360756842593
183,Communities and Crime,1993,100,3,RF,13,0.6199040047890689
183,Communities and Crime,1993,100,3,CPF,14,0.6460831938377174
183,Communities and Crime,1993,100,3,RF,14,0.6234071407763428
183,Communities and Crime,1993,100,3,CPF,15,0.6332603446578938
183,Communities and Crime,1993,100,3,RF,15,0.6328026753010778
183,Communities and Crime,1993,100,3,CPF,16,0.6451533551206148
183,Communities and Crime,1993,100,3,RF,16,0.6236089657970262
183,Communities and Crime,1993,100,3,CPF,17,0.651589275384931
183,Communities and Crime,1993,100,3,RF,17,0.6386618234669763
183,Communities and Crime,1993,100,3,CPF,18,0.6397689333386999
183,Communities and Crime,1993,100,3,RF,18,0.6238941069265341
183,Communities and Crime,1993,100,3,CPF,19,0.6490108377500586
183,Communities and Crime,1993,100,3,RF,19,0.6444976896056878
183,Communities and Crime,1993,100,4,CPF,1,0.23314428739674453
183,Communities and Crime,1993,100,4,RF,1,0.27813641731203786
183,Communities and Crime,1993,100,4,CPF,2,0.4610361573304065
183,Communities and Crime,1993,100,4,RF,2,0.3726070315591268
183,Communities and Crime,1993,100,4,CPF,3,0.5095236709064099
183,Communities and Crime,1993,100,4,RF,3,0.5813013418413772
183,Communities and Crime,1993,100,4,CPF,4,0.5258728628455429
183,Communities and Crime,1993,100,4,RF,4,0.5085069977859182
183,Communities and Crime,1993,100,4,CPF,5,0.5681930662282804
183,Communities and Crime,1993,100,4,RF,5,0.5683323766007574
183,Communities and Crime,1993,100,4,CPF,6,0.6029180201803808
183,Communities and Crime,1993,100,4,RF,6,0.5317773818241589
183,Communities and Crime,1993,100,4,CPF,7,0.5988579247961602
183,Communities and Crime,1993,100,4,RF,7,0.5517235530535423
183,Communities and Crime,1993,100,4,CPF,8,0.6109360286532657
183,Communities and Crime,1993,100,4,RF,8,0.5755062938952464
183,Communities and Crime,1993,100,4,CPF,9,0.5887731351795603
183,Communities and Crime,1993,100,4,RF,9,0.5891131054640462
183,Communities and Crime,1993,100,4,CPF,10,0.6317367412938726
183,Communities and Crime,1993,100,4,RF,10,0.5911104087561034
183,Communities and Crime,1993,100,4,CPF,11,0.6082871292683215
183,Communities and Crime,1993,100,4,RF,11,0.604493755766878
183,Communities and Crime,1993,100,4,CPF,12,0.6345004407561037
183,Communities and Crime,1993,100,4,RF,12,0.6275229154234128
183,Communities and Crime,1993,100,4,CPF,13,0.6147764182516648
183,Communities and Crime,1993,100,4,RF,13,0.6174216232218601
183,Communities and Crime,1993,100,4,CPF,14,0.6416870435007296
183,Communities and Crime,1993,100,4,RF,14,0.572637271676536
183,Communities and Crime,1993,100,4,CPF,15,0.6375379927993157
183,Communities and Crime,1993,100,4,RF,15,0.625940745039814
183,Communities and Crime,1993,100,4,CPF,16,0.6575294966670506
183,Communities and Crime,1993,100,4,RF,16,0.6340769184676616
183,Communities and Crime,1993,100,4,CPF,17,0.6318460919542459
183,Communities and Crime,1993,100,4,RF,17,0.6269742729024177
183,Communities and Crime,1993,100,4,CPF,18,0.6178869344843856
183,Communities and Crime,1993,100,4,RF,18,0.6088898965036784
183,Communities and Crime,1993,100,4,CPF,19,0.6428585743629169
183,Communities and Crime,1993,100,4,RF,19,0.6067009450601933
183,Communities and Crime,1993,100,5,CPF,1,0.2927734142405578
183,Communities and Crime,1993,100,5,RF,1,0.21631866007562972
183,Communities and Crime,1993,100,5,CPF,2,0.4919046923659003
183,Communities and Crime,1993,100,5,RF,2,0.5083969146043339
183,Communities and Crime,1993,100,5,CPF,3,0.573362996188507
183,Communities and Crime,1993,100,5,RF,3,0.5880098478654103
183,Communities and Crime,1993,100,5,CPF,4,0.6629127062498865
183,Communities and Crime,1993,100,5,RF,4,0.6416836268566126
183,Communities and Crime,1993,100,5,CPF,5,0.6479708368866048
183,Communities and Crime,1993,100,5,RF,5,0.6058829061992453
183,Communities and Crime,1993,100,5,CPF,6,0.6417890854855604
183,Communities and Crime,1993,100,5,RF,6,0.5907449422052158
183,Communities and Crime,1993,100,5,CPF,7,0.6337318566474808
183,Communities and Crime,1993,100,5,RF,7,0.6675896774606145
183,Communities and Crime,1993,100,5,CPF,8,0.6585263183342598
183,Communities and Crime,1993,100,5,RF,8,0.6693314855672126
183,Communities and Crime,1993,100,5,CPF,9,0.6621445719102927
183,Communities and Crime,1993,100,5,RF,9,0.6134947219424188
183,Communities and Crime,1993,100,5,CPF,10,0.6758343815606661
183,Communities and Crime,1993,100,5,RF,10,0.6554618829792189
183,Communities and Crime,1993,100,5,CPF,11,0.6702381294823528
183,Communities and Crime,1993,100,5,RF,11,0.6733051196037076
183,Communities and Crime,1993,100,5,CPF,12,0.6806719211177509
183,Communities and Crime,1993,100,5,RF,12,0.6506481458082548
183,Communities and Crime,1993,100,5,CPF,13,0.6592943592539597
183,Communities and Crime,1993,100,5,RF,13,0.6739833833581301
183,Communities and Crime,1993,100,5,CPF,14,0.694311300800083
183,Communities and Crime,1993,100,5,RF,14,0.6777390170584898
183,Communities and Crime,1993,100,5,CPF,15,0.6959941950079968
183,Communities and Crime,1993,100,5,RF,15,0.6747163748099463
183,Communities and Crime,1993,100,5,CPF,16,0.69827483021505
183,Communities and Crime,1993,100,5,RF,16,0.6873876230076389
183,Communities and Crime,1993,100,5,CPF,17,0.7097275123818474
183,Communities and Crime,1993,100,5,RF,17,0.6721589944787448
183,Communities and Crime,1993,100,5,CPF,18,0.6961718099550935
183,Communities and Crime,1993,100,5,RF,18,0.6843704646119381
183,Communities and Crime,1993,100,5,CPF,19,0.6918650694099597
183,Communities and Crime,1993,100,5,RF,19,0.6781784456236418
186,Wine Quality,6497,11,1,CPF,1,0.03717433035050799
186,Wine Quality,6497,11,1,RF,1,-0.15299196246586932
186,Wine Quality,6497,11,1,CPF,2,0.2873660293705358
186,Wine Quality,6497,11,1,RF,2,0.19670727095591534
186,Wine Quality,6497,11,1,CPF,3,0.2925530994525629
186,Wine Quality,6497,11,1,RF,3,0.3058671292913496
186,Wine Quality,6497,11,1,CPF,4,0.39872010182425843
186,Wine Quality,6497,11,1,RF,4,0.3630292257944596
186,Wine Quality,6497,11,1,CPF,5,0.39349884325583195
186,Wine Quality,6497,11,1,RF,5,0.3532412926713584
186,Wine Quality,6497,11,1,CPF,6,0.427511199352289
186,Wine Quality,6497,11,1,RF,6,0.3914764642541245
186,Wine Quality,6497,11,1,CPF,7,0.435802933498617
186,Wine Quality,6497,11,1,RF,7,0.4469813268537043
186,Wine Quality,6497,11,1,CPF,8,0.45120632592444976
186,Wine Quality,6497,11,1,RF,8,0.4243340011248702
186,Wine Quality,6497,11,1,CPF,9,0.45455543751588157
186,Wine Quality,6497,11,1,RF,9,0.41741547232046194
186,Wine Quality,6497,11,1,CPF,10,0.44084618540045584
186,Wine Quality,6497,11,1,RF,10,0.4440016536553476
186,Wine Quality,6497,11,1,CPF,11,0.45657131671196305
186,Wine Quality,6497,11,1,RF,11,0.4462243655081546
186,Wine Quality,6497,11,1,CPF,12,0.4414111671006994
186,Wine Quality,6497,11,1,RF,12,0.45503249892106457
186,Wine Quality,6497,11,1,CPF,13,0.4676057939128486
186,Wine Quality,6497,11,1,RF,13,0.4273836253607819
186,Wine Quality,6497,11,1,CPF,14,0.4715093041045033
186,Wine Quality,6497,11,1,RF,14,0.4604364069975181
186,Wine Quality,6497,11,1,CPF,15,0.4558316214977872
186,Wine Quality,6497,11,1,RF,15,0.4673577550168714
186,Wine Quality,6497,11,1,CPF,16,0.4695848945233908
186,Wine Quality,6497,11,1,RF,16,0.4559262217540605
186,Wine Quality,6497,11,1,CPF,17,0.4689252486855213
186,Wine Quality,6497,11,1,RF,17,0.47521914448607894
186,Wine Quality,6497,11,1,CPF,18,0.4720046175032425
186,Wine Quality,6497,11,1,RF,18,0.4872119456302051
186,Wine Quality,6497,11,1,CPF,19,0.47555287696227144
186,Wine Quality,6497,11,1,RF,19,0.4709867094318153
186,Wine Quality,6497,11,2,CPF,1,0.0831340330356446
186,Wine Quality,6497,11,2,RF,1,-0.08276571384215337
186,Wine Quality,6497,11,2,CPF,2,0.31334808088918376
186,Wine Quality,6497,11,2,RF,2,0.26133783547767364
186,Wine Quality,6497,11,2,CPF,3,0.3648161828874624
186,Wine Quality,6497,11,2,RF,3,0.33645982245854167
186,Wine Quality,6497,11,2,CPF,4,0.3885843074319252
186,Wine Quality,6497,11,2,RF,4,0.378961207816654
186,Wine Quality,6497,11,2,CPF,5,0.42701564824331517
186,Wine Quality,6497,11,2,RF,5,0.42134094040480474
186,Wine Quality,6497,11,2,CPF,6,0.4281343528454489
186,Wine Quality,6497,11,2,RF,6,0.4273630328238235
186,Wine Quality,6497,11,2,CPF,7,0.430517640072431
186,Wine Quality,6497,11,2,RF,7,0.4380747233981209
186,Wine Quality,6497,11,2,CPF,8,0.46555143069966975
186,Wine Quality,6497,11,2,RF,8,0.45571597679066966
186,Wine Quality,6497,11,2,CPF,9,0.44839166896063154
186,Wine Quality,6497,11,2,RF,9,0.4729501192018899
186,Wine Quality,6497,11,2,CPF,10,0.4707869454155179
186,Wine Quality,6497,11,2,RF,10,0.44990859870757416
