id,name,n_samples,n_features,rows_removed,cols_removed,fold,model,r2,fit_duration,predict_duration,min_sample_leaf,min_sample_alpha,min_sample_fit,max_depth,max_model_depth,n_features_node,m_features_tree,alpha
87,Servo,167,4,0,0,1,CPF 132,0.834051662577348,0.0015158653259277,8.177757263183594e-05,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.01
87,Servo,167,4,0,0,1,CPF 133,0.8615463080242778,0.0014159679412841,7.367134094238281e-05,10.0,2.0,2.0,50.0,100.0,0.7,1.0,0.1
87,Servo,167,4,0,0,1,CPF 134,0.6028349913098394,0.0010712146759033,8.559226989746094e-05,10.0,2.0,2.0,50.0,100.0,0.7,1.0,1.0
87,Servo,167,4,0,0,2,RF,0.9438520888523768,0.0568490028381347,0.0023901462554931,,,,,,,,
87,Servo,167,4,0,0,2,XGB,0.9717435331347788,0.028482437133789,0.0010385513305664,,,,,,,,
87,Servo,167,4,0,0,2,CPF 0,0.8840726892930145,0.0056900978088378,0.0002598762512207,1.0,2.0,2.0,10.0,100.0,1,1.0,0.0
87,Servo,167,4,0,0,2,CPF 1,0.876543944197299,0.0057432651519775,0.0001723766326904,1.0,2.0,2.0,10.0,100.0,1,1.0,0.001
87,Servo,167,4,0,0,2,CPF 2,0.939559474582029,0.0042335987091064,0.0001306533813476,1.0,2.0,2.0,10.0,100.0,1,1.0,0.01
87,Servo,167,4,0,0,2,CPF 3,0.916558048473061,0.0042438507080078,0.0001449584960937,1.0,2.0,2.0,10.0,100.0,1,1.0,0.1
87,Servo,167,4,0,0,2,CPF 4,0.8403814089460888,0.0023126602172851,0.0001204013824462,1.0,2.0,2.0,10.0,100.0,1,1.0,1.0
87,Servo,167,4,0,0,2,CPF 5,0.881732833027491,0.0029852390289306,0.0001227855682373,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.0
87,Servo,167,4,0,0,2,CPF 6,0.8394475274773716,0.0026593208312988,0.0001089572906494,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.001
87,Servo,167,4,0,0,2,CPF 7,0.8939954197743633,0.002650499343872,0.0001015663146972,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.01
87,Servo,167,4,0,0,2,CPF 8,0.8635002708300081,0.0024714469909667,0.0001068115234375,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,0.1
87,Servo,167,4,0,0,2,CPF 9,0.493399625601001,0.0017426013946533,0.0001914501190185,1.0,2.0,2.0,10.0,100.0,sqrt,1.0,1.0
87,Servo,167,4,0,0,2,CPF 10,0.8507507890089352,0.0033493041992187,0.0001494884490966,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.0
87,Servo,167,4,0,0,2,CPF 11,0.8474681346221854,0.0029020309448242,0.0001413822174072,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.001
87,Servo,167,4,0,0,2,CPF 12,0.8363778822000054,0.0027146339416503,0.000138521194458,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.01
87,Servo,167,4,0,0,2,CPF 13,0.9269236126304632,0.0024795532226562,0.0001564025878906,1.0,2.0,2.0,10.0,100.0,0.7,1.0,0.1
87,Servo,167,4,0,0,2,CPF 14,0.6134147194318035,0.0021874904632568,0.0001029968261718,1.0,2.0,2.0,10.0,100.0,0.7,1.0,1.0
87,Servo,167,4,0,0,2,CPF 15,0.8956746433626792,0.0046889781951904,0.000171422958374,1.0,2.0,2.0,20.0,100.0,1,1.0,0.0
87,Servo,167,4,0,0,2,CPF 16,0.955077564256573,0.0042135715484619,0.0001170635223388,1.0,2.0,2.0,20.0,100.0,1,1.0,0.001
87,Servo,167,4,0,0,2,CPF 17,0.8986385537534821,0.0043210983276367,0.0001718997955322,1.0,2.0,2.0,20.0,100.0,1,1.0,0.01
87,Servo,167,4,0,0,2,CPF 18,0.9454459903554658,0.0045061111450195,0.0001437664031982,1.0,2.0,2.0,20.0,100.0,1,1.0,0.1
87,Servo,167,4,0,0,2,CPF 19,0.7918638367646941,0.0017657279968261,0.0001001358032226,1.0,2.0,2.0,20.0,100.0,1,1.0,1.0
87,Servo,167,4,0,0,2,CPF 20,0.8008146775680526,0.0027143955230712,0.0001196861267089,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.0
87,Servo,167,4,0,0,2,CPF 21,0.8905510219247799,0.0025897026062011,0.0001041889190673,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.001
87,Servo,167,4,0,0,2,CPF 22,0.8460473291733013,0.0037071704864501,0.000288963317871,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.01
87,Servo,167,4,0,0,2,CPF 23,0.9007089164919553,0.0027801990509033,0.000157356262207,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,0.1
87,Servo,167,4,0,0,2,CPF 24,0.5154696665406793,0.0011193752288818,7.605552673339844e-05,1.0,2.0,2.0,20.0,100.0,sqrt,1.0,1.0
87,Servo,167,4,0,0,2,CPF 25,0.8812741720556468,0.0026330947875976,0.0001118183135986,1.0,2.0,2.0,20.0,100.0,0.7,1.0,0.0
87,Servo,167,4,0,0,2,CPF 26,0.872594382398218,0.0026893615722656,0.000129222869873,1.0,2.0,2.0,20.0,100.0,0.7,1.0,0.001
87,Servo,167,4,0,0,2,CPF 27,0.8913601562410347,0.0036368370056152,0.0001692771911621,1.0,2.0,2.0,20.0,100.0,0.7,1.0,0.01
