id,name,n_samples,n_features,fold,CPF R2,Lasso R2 alpha=0.01,Lasso n_trees alpha=0.01,Lasso R2 alpha=0.1,Lasso n_trees alpha=0.1,Lasso R2 alpha=1,Lasso n_trees alpha=1,Lasso R2 alpha=10,Lasso n_trees alpha=10
294,Combined Cycle Power Plant,9568,4,1,0.9707256835067495,0.9708824736734211,64,0.9711818248923285,51,0.9710151085942371,43,0.9703686568964314,40
294,Combined Cycle Power Plant,9568,4,2,0.9690623821449302,0.9695990403303266,66,0.9693642469423253,49,0.9692818266001044,52,0.9682857076835487,49
294,Combined Cycle Power Plant,9568,4,3,0.9646090927704913,0.9627771034288143,61,0.9641887853779422,59,0.9642766125923876,49,0.9638785539885802,46
294,Combined Cycle Power Plant,9568,4,4,0.9702437323531738,0.9692946174235175,57,0.969318285857648,57,0.9700214500609063,42,0.9690219118580414,38
294,Combined Cycle Power Plant,9568,4,5,0.9688019220839689,0.9679667274576194,57,0.9685060953185901,55,0.9688952678784473,45,0.9680516512198715,44
332,Online News Popularity,39644,58,1,0.15994103591043585,0.07287470679978714,60,0.12123687953065931,37,-0.00011183802458436531,0,-0.00011183802458436531,0
332,Online News Popularity,39644,58,2,0.14065833780511205,0.07629213626738163,68,0.11071976312602749,36,-1.0057538799790322e-05,0,-1.0057538799790322e-05,0
332,Online News Popularity,39644,58,3,0.12818483403779046,0.09523569291953504,58,0.13464890684879904,38,-9.929526002538935e-06,0,-9.929526002538935e-06,0
332,Online News Popularity,39644,58,4,0.14514718078195843,0.05571493958365037,55,0.09021690808511518,35,-5.656410637699949e-05,0,-5.656410637699949e-05,0
332,Online News Popularity,39644,58,5,0.14417752041641307,0.0719094327007721,54,0.1152124638070845,41,-1.070010641246455e-05,0,-1.070010641246455e-05,0
368,Facebook Metrics,495,18,1,0.9959963858319695,0.993908371523757,49,0.9938375796006794,49,0.9930493346813672,50,0.9929519905394232,19
368,Facebook Metrics,495,18,2,0.9998197477196547,0.9937138117652532,56,0.9937894782215759,56,0.9949283636465698,47,0.9974445057761995,18
368,Facebook Metrics,495,18,3,0.9979721449249547,0.9950487406845523,47,0.995052714503018,46,0.9950450177432025,45,0.9966472113217834,22
368,Facebook Metrics,495,18,4,0.5805533573918001,0.6046035908919096,57,0.6050500529038635,60,0.6136136526353894,42,0.6079221458842019,17
368,Facebook Metrics,495,18,5,0.9967512892112486,0.997164475777613,50,0.9971777881621416,49,0.997383159604901,51,0.9972787415816056,22
374,Appliances Energy Prediction,19735,27,1,0.5248034822535051,0.5322837221840846,75,0.5322962303106555,75,0.5324191001113849,75,0.5333258313516567,72
374,Appliances Energy Prediction,19735,27,2,0.483200230733716,0.5356773557799474,74,0.5356759361811549,74,0.5356611591988991,74,0.5352772472469782,70
374,Appliances Energy Prediction,19735,27,3,0.5264753300875076,0.5597249012345523,66,0.5597382670446398,66,0.5598677879569862,66,0.5607504804954915,62
374,Appliances Energy Prediction,19735,27,4,0.5199566539065448,0.5426530108152949,71,0.5426698375253647,71,0.5428472021522728,71,0.5444686689631923,69
374,Appliances Energy Prediction,19735,27,5,0.5116253690530084,0.5135341190908754,76,0.5135490199606647,76,0.5136875159587726,76,0.5150630801915197,73
381,Beijing PM2.5,41757,11,1,0.8251052100612286,0.8320135940775341,76,0.8320025817141153,76,0.8317977482250802,71,0.8319308648845314,64
381,Beijing PM2.5,41757,11,2,0.8398890194670277,0.8399363608700751,71,0.8399611885147639,71,0.8401361540715406,71,0.8413501686305622,67
381,Beijing PM2.5,41757,11,3,0.8268733943639841,0.8311775158831315,67,0.8311635488146953,67,0.8312158252958215,67,0.8322798510469352,57
381,Beijing PM2.5,41757,11,4,0.8546173037118241,0.8574176956277242,63,0.8574520785889689,63,0.8578319517287789,64,0.8593470758123825,56
381,Beijing PM2.5,41757,11,5,0.8553474566570674,0.8574646050799266,74,0.8574863509340229,74,0.8577042759247774,73,0.8585401988764813,67
409,Daily Demand Forecasting Orders,60,12,1,0.745029565638224,0.7432628217573489,51,0.7365687789367965,53,0.733488551022947,26,0.7338446826406277,16
409,Daily Demand Forecasting Orders,60,12,2,0.9754345835437936,0.9606527786491469,52,0.9615726994666957,53,0.9827637674658545,27,0.9859734636033521,19
409,Daily Demand Forecasting Orders,60,12,3,0.9709306187811404,0.9432762162542621,51,0.9447943185124601,53,0.9618177810601263,29,0.973546805589695,16
409,Daily Demand Forecasting Orders,60,12,4,0.972056782862857,0.9156641346348,48,0.9231754461873104,49,0.9739206970117275,24,0.9690169508767595,17
409,Daily Demand Forecasting Orders,60,12,5,0.9822908765632954,0.8938096908483685,52,0.9211355761292443,50,0.9437990840857109,27,0.9660189849367973,15
477,Real Estate Valuation,414,6,1,0.7956663731454986,0.7371343545876601,54,0.7465558576817926,48,0.7509312003478578,34,0.7552648364492448,23
477,Real Estate Valuation,414,6,2,0.5803273465129393,0.5323330519342888,56,0.5503205811964151,56,0.5317780012963509,28,0.5443880060123079,23
477,Real Estate Valuation,414,6,3,0.744044023618459,0.6773437629124632,60,0.6920321801885001,58,0.7174893236808992,32,0.7024561959460247,25
477,Real Estate Valuation,414,6,4,0.7287279114741783,0.6975755413248397,56,0.7021375238227603,52,0.7232804238732239,28,0.7303137864909236,22
477,Real Estate Valuation,414,6,5,0.623111648038571,0.6218440882116951,54,0.6190068240532673,50,0.6155011482574757,30,0.6132055377906721,18
492,Metro Interstate Traffic Volume,48204,7,1,0.0940592076926311,0.08815024017563566,62,0.08815044143243,62,0.08815245221748391,62,0.08817236411237372,62
492,Metro Interstate Traffic Volume,48204,7,2,0.09074938571991564,0.09293641005291253,54,0.09293658171126418,54,0.09293829833751333,54,0.09295546380830588,54
492,Metro Interstate Traffic Volume,48204,7,3,0.08097899336526249,0.07644934363357314,59,0.07644958411791314,59,0.07645199021504634,59,0.07647611735151372,59
492,Metro Interstate Traffic Volume,48204,7,4,0.09216215958598595,0.09135829605812196,63,0.09135849521628903,63,0.0913604858729834,63,0.09138036568865837,63
492,Metro Interstate Traffic Volume,48204,7,5,0.09303714338305957,0.0852169449365826,66,0.08521715840619126,66,0.0852192898276144,66,0.08524042779937324,66
597,Productivity Prediction of Garment Employees,691,13,1,0.8240547639626887,0.7078651047206634,9,-0.005479728811049744,0,-0.005479728811049744,0,-0.005479728811049744,0
597,Productivity Prediction of Garment Employees,691,13,2,0.8547652645181854,0.6701906484598746,9,-0.01599124318491829,0,-0.01599124318491829,0,-0.01599124318491829,0
597,Productivity Prediction of Garment Employees,691,13,3,0.8087029167305038,0.681695996924546,11,-0.008046346516298986,0,-0.008046346516298986,0,-0.008046346516298986,0
597,Productivity Prediction of Garment Employees,691,13,4,0.8531456764359362,0.7061263350379938,7,-0.01470621507876535,0,-0.01470621507876535,0,-0.01470621507876535,0
597,Productivity Prediction of Garment Employees,691,13,5,0.8090718802095698,0.6400311530938914,9,-0.002584692246435427,0,-0.002584692246435427,0,-0.002584692246435427,0
