id,name,n_samples,n_features,fold,model,r2_forest,tree_match_score,best_tree_r2
477,Real Estate Valuation,414,6,1,RF,0.8152919047052858,0.8585030728912633,0.7029637650315368
477,Real Estate Valuation,414,6,2,CPF,0.5785180552841195,0.8833427296924656,0.41801621264226707
477,Real Estate Valuation,414,6,2,RF,0.6190494435522607,0.8871582234220728,0.5081482106507842
477,Real Estate Valuation,414,6,3,CPF,0.7615294419552963,0.8988300597179324,0.7336148521356887
477,Real Estate Valuation,414,6,3,RF,0.7389763107274824,0.8527456144869994,0.6539718874104319
477,Real Estate Valuation,414,6,4,CPF,0.7207988255958173,0.9153726944879946,0.7131490556819366
477,Real Estate Valuation,414,6,4,RF,0.7255944729296678,0.8742564404709073,0.5864917554828525
477,Real Estate Valuation,414,6,5,CPF,0.6106990180092389,0.947957909016542,0.5811656337233474
477,Real Estate Valuation,414,6,5,RF,0.6053876917855423,0.8822348670629315,0.5778963205767409
492,Metro Interstate Traffic Volume,48204,7,1,CPF,0.09494481324481618,0.8279238502040762,0.0696110647989594
492,Metro Interstate Traffic Volume,48204,7,1,RF,0.10035628807241925,-0.25723925085159105,-0.11304026636748565
492,Metro Interstate Traffic Volume,48204,7,2,CPF,0.09085564271080382,0.8165734679762706,0.06807399475777853
492,Metro Interstate Traffic Volume,48204,7,2,RF,0.09907909965623996,-0.21719757765031744,-0.12010803127417935
492,Metro Interstate Traffic Volume,48204,7,3,CPF,0.08132292517781392,0.8520547816879267,0.06287919114647733
492,Metro Interstate Traffic Volume,48204,7,3,RF,0.08023821149556942,-0.18014177422806998,-0.12202996829880419
492,Metro Interstate Traffic Volume,48204,7,4,CPF,0.09296794908005623,0.7981332602821731,0.06899618656431838
492,Metro Interstate Traffic Volume,48204,7,4,RF,0.08546991744498478,-0.2129407755673649,-0.13787509578554658
492,Metro Interstate Traffic Volume,48204,7,5,CPF,0.09164508658011117,0.811088910204784,0.07267367918316436
492,Metro Interstate Traffic Volume,48204,7,5,RF,0.08419566368311182,-0.31385500420824086,-0.14257755475344092
597,Productivity Prediction of Garment Employees,691,13,1,CPF,0.8316713571329964,0.9485078307316224,0.8109166421526228
597,Productivity Prediction of Garment Employees,691,13,1,RF,0.8454272386006764,0.8502474710975757,0.7757063603508643
597,Productivity Prediction of Garment Employees,691,13,2,CPF,0.8554821799793033,0.9436681557353266,0.8098660466774588
597,Productivity Prediction of Garment Employees,691,13,2,RF,0.8421286533418685,0.9075240669068441,0.7947984285961144
597,Productivity Prediction of Garment Employees,691,13,3,CPF,0.8050945289327254,0.919669444332208,0.7541296417196829
597,Productivity Prediction of Garment Employees,691,13,3,RF,0.7943433338107689,0.9105374971537331,0.7061706558936132
597,Productivity Prediction of Garment Employees,691,13,4,CPF,0.8637023345754088,0.9362682352034835,0.7929052847891004
597,Productivity Prediction of Garment Employees,691,13,4,RF,0.8377104125450858,0.9082187471568891,0.8136702894630885
597,Productivity Prediction of Garment Employees,691,13,5,CPF,0.8058401839256544,0.9492088177984582,0.8252583701456828
597,Productivity Prediction of Garment Employees,691,13,5,RF,0.8120185871755898,0.9102815755423321,0.7568860251034856
